timestamp,cpu_usr,cpu_sys,cpu_iowait,cpu_steal,cpu_idle,network_ifutil,memory_memused,memory_commit,disk_util,paging_vmeff
4.11,9.85,0.18,0.48,0,89.5,0,98.9,74.44,1.44,0
4.12,9.52,0.85,42.44,0.26,46.75,0,98.93,74.37,1.92,88.4
4.13,13.55,0.91,5.01,0.1,80.3,0,99.05,74.44,8.32,99.74
4.14,12.34,1.07,14.96,0.23,71.32,0,98.84,74.44,2.64,0
4.15,10.55,0.51,19.33,0.23,69.33,0,98.86,74.33,1.76,98.64
4.16,2.43,0.13,0,0.03,97.39,0.09,98.85,74.33,0.16,0
4.17,35.96,0.96,16.02,0.13,46.69,0.02,98.86,74.24,21.2,99.41
4.18,10.8,0.74,36.31,0.26,51.76,0,98.94,74.37,19.76,100
4.19,10.47,0.82,33.48,0.28,54.85,0,98.9,74.34,0.16,0
4.2,11.88,0.77,35.17,0.31,51.7,0,99.04,74.22,0.24,0
4.21,6.04,0.28,3.04,0.03,90.61,0,98.85,74.27,0.48,0
4.22,15.7,0.13,0,0,84.12,0.11,98.82,74.27,0.96,0
4.23,11.96,0.35,12.7,0.13,74.81,0,98.92,74.22,6.72,100
4.24,8.41,0.71,30.44,0.23,60.16,0,98.79,74.21,6.72,100
4.25,13.73,0.84,12.84,0.23,72.34,0,98.82,74.27,2.16,100
4.26,16.72,1.03,2.77,0.08,79.23,0,98.9,74.32,7.43,95.48
4.27,13.19,0.86,11.19,0.15,74.53,0,98.87,74.33,3.76,100
4.28,1.58,0.08,0.03,0,98.3,0.11,98.88,74.33,0.08,0
4.29,27.2,0.5,12.73,0.1,59.46,0.03,99.02,74.38,11.36,100
4.3,9.17,0.95,37.23,0.2,52.38,0,98.94,74.38,13.36,99.98
4.31,16.04,0.72,27.29,0.23,55.6,0,98.88,74.38,0.08,0
4.32,7.54,0.67,39.18,0.31,52.14,0,98.97,74.43,0,0
4.33,11.42,0.51,13.55,0.15,74.32,0,98.88,74.28,0,0
4.34,12.47,0.1,0,0,87.43,0.11,98.85,74.28,0.16,0
4.35,11.72,0.2,0.63,0.03,87.43,0,98.9,74.23,0.88,0
4.36,14.75,1.67,31.17,0.28,51.91,0,99.02,74.3,7.44,97.44
4.37,10.68,0.23,2.14,0.08,86.82,0,98.9,74.36,9.52,100
4.38,9,0.74,24.96,0.2,64.95,0,98.87,74.36,8.08,100
4.39,12.55,0.8,34.8,0.31,51.39,0,98.91,74.36,0,0
4.4,9.6,0.56,18.19,0.15,71.42,0,98.86,74.36,0.24,0
4.41,32.33,0.76,11.06,0.1,55.61,0.14,98.94,74.36,10.72,100
4.42,6.15,0.69,40.28,0.23,52.52,0,98.89,74.36,7.68,98.95
4.43,13.72,0.6,2.79,0.05,82.78,0,98.84,74.36,0.48,0
4.44,7.73,0.89,11.55,0.18,79.58,0,98.94,74.36,0.08,0
4.45,13.24,0.68,8.28,0.15,77.51,0,98.88,74.36,0,0
4.46,14.94,0.78,3.87,0.1,80.29,0,98.98,74.41,0,0
4.47,0.93,0.1,0.03,0,98.95,0,98.95,74.41,0.32,0
4.48,0.7,0.1,0,0,99.17,0.11,98.91,74.41,0,0
4.49,18.07,0.08,0,0.03,81.78,0.02,98.88,74.41,0.32,0
4.5,8.66,0.45,7.82,0.05,82.96,0,98.91,74.33,6.4,100
4.51,5.96,0.69,38.08,0.28,54.94,0,98.96,74.39,21.44,100
4.52,10.35,0.58,4.1,0.05,84.87,0,98.9,74.34,7.92,99.46
4.53,16.96,1.17,30.85,0.2,50.66,0,98.96,74.34,1.84,100
4.54,11.02,0.82,35.88,0.26,51.95,0,98.9,74.34,0,0
4.55,37.59,2.26,20.6,0.15,39.07,0.12,98.92,73.54,11.12,0
4.56,8,0.92,37.7,0.26,52.89,0,98.89,73.54,9.44,0
4.57,5.53,0.8,43.24,0.33,49.97,0,98.9,73.54,0,0
4.58,6.64,0.95,42.19,0.33,49.68,0,99.04,73.54,0,0
4.59,5.36,0.67,39.59,0.31,53.85,0,98.94,73.54,0,0
4.6,5.54,0.89,37.09,0.31,55.96,0.02,98.9,73.54,1.44,0
4.61,4.03,0.64,38.39,0.26,56.61,0.01,98.92,73.54,0,0
4.62,4.26,0.66,37.54,0.23,57.18,0,98.94,73.54,0,0
4.63,4.04,0.61,37.98,0.23,57.01,0,98.87,73.54,0,0
4.64,5.42,1.02,41.83,0.28,51.37,0,98.92,73.45,0,0
4.65,4.34,0.51,41.32,0.33,53.39,0,98.92,73.29,0.08,0
4.66,4.22,0.82,38.76,0.31,55.79,0,98.88,73.07,0.24,0
4.67,4.56,0.61,38.17,0.31,56.25,0,98.92,72.89,0,0
4.68,4.11,0.64,37.24,0.26,57.7,0,98.79,72.62,0.08,0
4.69,3.84,0.9,37.39,0.31,57.39,0,98.92,72.21,0,0
4.7,4.94,1.94,24.52,0.28,68.14,0,35.46,5.93,8.48,0
4.71,52.65,0.64,3.2,0.04,43.44,0.18,73.72,7.78,11.38,99.76
4.72,0.1,0.05,1.93,0.03,97.9,0,73.56,7.64,42.64,0
4.73,0.43,0.25,12.33,0.13,86.84,0,73.59,7.65,100,0
4.74,0.33,0.2,11.26,0.13,88.06,3.26,73.99,7.65,22.4,0
4.75,3.92,1.31,0.08,0.05,94.44,0,75.77,12.32,0.56,0
4.76,34.26,1.76,0.03,0.05,63.9,0,82.42,25.51,0,0
4.77,40.73,1.46,0,0.05,57.73,0,88.33,35.53,0.08,0
4.78,21.65,2.47,0,0.52,75.01,7.73,92.68,36.97,0,0
4.79,42.08,5.96,9.51,0.48,41.36,2.46,98.85,44.79,84.64,99.99
4.8,37.98,5.62,23.61,0.18,32.52,0,98.82,51.59,100,99.98
4.81,12.13,2.75,37.91,0.25,46.73,0,98.83,53.65,100,100.03
4.82,14.37,3.43,42.46,0.23,39.47,0,98.95,57.92,100,100
4.83,11.82,3.8,36.12,0.26,47.8,0,98.91,62.05,100,100
4.84,6.96,3.1,38.69,0.31,50.79,0,98.92,62.05,100,100
4.85,6.46,2.85,37.31,0.31,53,0,98.96,63.24,100,100
4.86,5.73,4.15,39.07,0.2,50.78,0,98.85,65.48,100,98.97
4.87,5.53,5.17,38.45,0.23,50.57,0,98.94,68.23,100,97.65
4.88,9.11,4.74,38.97,0.28,46.75,0,98.76,70.86,100,98.85
4.89,9.13,4.08,41.4,0.33,44.91,0,98.92,74.65,100,99.77
4.9,5.77,1.68,40.96,0.33,51.07,0,98.8,74.54,100,98.65
4.91,4.31,1.26,36.89,0.33,57.06,0,98.72,74.54,100,100
4.92,6.31,1.51,40.39,0.28,51.43,0,98.92,74.46,100,100
4.93,4.36,0.77,39.55,0.36,54.81,0,98.9,74.41,100,100
4.94,5.11,1.16,38.68,0.36,54.48,0,98.99,74.3,100,100
4.95,4.83,1.26,38.69,0.33,54.79,0,98.97,74.1,100,100
4.96,4.15,0.87,40.7,0.38,53.74,0,98.8,74.1,100,100
4.97,3.93,0.9,41.21,0.36,53.43,0,98.92,74.03,63.12,100
4.98,4.83,0.66,40.87,0.33,53.17,0,98.88,73.83,0.24,0
4.99,21.73,0.99,31.55,0.31,45.32,0.01,98.93,73.61,76.08,100
5,6.46,0.72,42.34,0.31,50.08,0,98.86,73.29,100,100
5.01,5.52,0.9,41.05,0.36,52.05,0,98.91,72.93,100,100
5.02,4.54,0.82,41.49,0.36,52.63,0,98.93,72.52,100.08,100
5.03,5.11,0.92,39.2,0.33,54.28,0,98.94,72.12,99.92,100
5.04,4.55,0.69,37.69,0.33,56.55,0,98.95,71.54,100,100
5.05,5.09,0.64,37.64,0.36,56.18,0,98.9,70.85,100.08,100
5.06,4.85,0.87,38.01,0.31,55.86,0,98.9,70.65,100,100
5.07,5.01,0.82,35.64,0.36,57.97,0,98.91,70.14,100,100
5.08,4.75,0.82,37.52,0.33,56.37,0,99.04,69.66,100,100
5.09,4.77,0.79,41.82,0.36,52.15,0,99.04,69.23,100,100
5.1,4.77,0.62,39.35,0.36,54.8,0,98.83,69.11,100,100
5.11,21.38,3.24,27.13,0.28,47.71,0.38,98.98,72.45,69.92,100
5.12,7.84,4.47,37.42,0.28,49.88,0,98.95,72.99,100,100
5.13,12.92,7.33,34.72,0.26,44.68,0,98.57,74.69,100,100
5.14,12.39,6.86,36.79,0.31,43.5,0,98.83,75.49,100,100
5.15,7.45,0.82,41.46,0.31,49.91,0,98.86,75.63,100,100
5.16,11.36,2.46,37.85,0.33,47.85,0,99,76.4,39.2,100
5.17,7.89,0.92,41.38,0.31,49.37,0,98.9,76.67,100,100
5.18,10.11,2.18,40.92,0.31,46.37,0,97.59,76.54,100,100
5.19,7.2,1.68,37.87,0.34,52.79,0,98.93,76.96,100,100
5.2,9.75,0.79,37.92,0.36,51.02,0,98.87,76.94,100,100
5.21,7.78,0.64,46.55,0.31,44.62,0,98.95,76.83,100,100
5.22,7.89,0.69,39.52,0.33,51.43,0,98.93,76.83,100,100
5.23,10.49,1.53,36.84,0.31,50.73,0,99.05,76.96,100,100
5.24,8.72,0.97,39.12,0.36,50.69,0,98.84,76.9,100,100
5.25,9.02,0.82,41.21,0.31,48.49,0,98.91,76.75,100,100
5.26,8.49,0.84,41.87,0.3,48.32,0,98.9,76.7,100,100
5.27,7.75,0.57,37,0.31,54.3,0,98.98,76.65,100,100
5.28,13.55,1,31.74,0.31,53.2,0.01,98.75,76.65,60,100
5.29,65.72,2.25,10.15,0.1,21.32,0,98.84,76.32,16.08,100
5.3,8.98,1.33,40.66,0.2,48.67,0,98.8,76.25,100,100
5.31,10.85,0.74,42.65,0.23,45.4,0,99.01,76.2,100,100
5.32,11.59,0.61,39.85,0.26,47.56,0,98.96,76.04,100,100
5.33,14.79,0.74,36.69,0.28,47.37,0,98.8,76.04,100,100
5.34,12.63,0.74,39.38,0.23,46.89,0,98.95,75.91,100,100
5.35,12.83,0.74,39,0.23,47.07,0,98.81,75.91,99.8,100
5.36,10.94,0.69,37.01,0.23,51.1,0,98.91,75.81,100,100
5.37,12.3,0.66,34.51,0.28,52.15,0,98.92,75.69,100,100
5.38,10.95,0.79,36.61,0.28,51.27,0,98.86,75.69,100,100
5.39,11.04,0.97,37.36,0.33,50.17,0,98.88,75.63,100,100
5.4,11.23,0.92,41.04,0.31,46.35,0,99.02,75.57,100,100
5.41,14.38,0.87,38.82,0.31,45.44,0,98.98,75.57,100,100
5.42,10.3,0.72,39.19,0.31,49.36,0,99.05,75.57,100,100
5.43,15.55,0.77,37.73,0.31,45.46,0,98.92,75.45,100,100
5.44,31.68,0.71,17.34,0.15,50.01,0.6,98.99,75.28,30.96,100
5.45,7.49,0.66,23.32,0.15,68.34,0,98.91,75.28,55.76,100
5.46,8.63,0.76,39.09,0.2,51.18,0,98.96,75.23,100.08,100
5.47,15.16,0.81,37.9,0.25,45.74,0,98.97,75.18,100,100
5.48,14.16,0.84,38.34,0.26,46.32,0,98.9,75.18,100,100
5.49,11.43,0.82,36.19,0.28,51.17,0,98.89,75.18,100,100
5.5,16.01,1.1,41.96,0.26,40.53,0,98.95,75.18,100,100
5.51,12.4,0.82,39.7,0.28,46.64,0,98.9,75.13,100,100
5.52,11.62,0.84,39.73,0.31,47.37,0,98.98,75.03,100,100
5.53,13.51,0.74,41.36,0.31,43.87,0,99.09,74.98,100,100
5.54,11.5,0.67,40.55,0.33,46.85,0,98.93,74.84,100,100
5.55,13.53,0.8,41.61,0.31,43.69,0,98.93,74.84,100,100
5.56,8.84,0.69,37.22,0.33,52.78,0,98.99,74.75,100,100
5.57,12.41,0.72,39.32,0.31,47.16,0,98.86,74.88,100,100
5.58,14.05,0.82,42.1,0.28,42.59,0,99.03,74.88,100,99.98
5.59,7.12,0.95,42.29,0.36,49.18,0,98.83,74.88,98.16,100.02
5.6,16.61,0.77,35.73,0.28,46.57,0,98.91,74.88,0.24,0
5.61,34.81,0.89,13.53,0.1,50.6,0.57,98.9,74.78,35.68,100
5.62,6.36,0.56,40.98,0.15,51.88,0,98.86,74.78,100,100
5.63,14.71,0.76,34.1,0.18,50.17,0,98.95,74.77,100,100
5.64,11.95,0.77,38.92,0.2,48.14,0,98.93,74.7,100,100
5.65,10.1,0.51,38.71,0.31,50.24,0,98.98,74.7,100,100
5.66,16.45,0.82,38.57,0.28,43.8,0,98.78,74.7,100,100
5.67,10.38,0.87,40.89,0.23,47.58,0,98.84,74.7,100,100
5.68,11.14,0.61,41.16,0.23,46.76,0,98.85,74.7,100,100
5.69,11.23,0.67,38.21,0.26,49.59,0,98.89,74.7,100,100
5.7,16.67,0.97,38.76,0.23,43.22,0,98.96,74.7,100,100
5.71,11.29,0.82,36.3,0.25,51.19,0,98.81,74.7,100,100
5.72,11.01,0.87,35.01,0.26,52.7,0,98.83,74.7,100,100
5.73,10.7,0.64,35.7,0.26,52.6,0,99.02,74.64,100,100
5.74,13.69,1.03,37.09,0.31,47.78,0,98.93,74.64,100,100
5.75,12.88,0.77,36.58,0.31,49.28,0,98.9,74.64,79.6,100
5.76,13.49,0.67,20.47,0.23,65.02,0.53,98.78,74.58,2.64,99.96
5.77,28,0.61,11.99,0.1,59.25,0.04,98.76,74.58,35.76,100
5.78,9.02,0.66,36.4,0.15,53.72,0,98.83,74.58,100,100
5.79,13.33,0.71,37.08,0.2,48.6,0,99.02,74.53,100,100
5.8,10,0.59,37.12,0.26,51.93,0,98.89,74.37,100,100
5.81,13.51,0.84,35.19,0.31,50.03,0,98.92,74.35,100,100
5.82,14.99,0.97,36.18,0.28,47.46,0,99.01,74.38,100,100
5.83,10.45,1.66,37.92,0.28,49.63,0,98.91,74.47,100,100
5.84,10.03,0.74,39.66,0.26,49.21,0,99.06,74.42,100,100
5.85,13.33,1.15,38.13,0.31,46.94,0,98.98,74.42,100,100
5.86,9.24,0.72,40.15,0.31,49.46,0,98.91,74.42,100,100
5.87,13.87,1.02,41.85,0.31,42.85,0,99.01,74.42,100.08,100
5.88,11.05,0.8,38.27,0.31,49.47,0,98.97,74.36,100,100
5.89,10.77,1.68,38.57,0.33,48.44,0,98.88,74.44,100,100
5.9,13.72,0.95,41.61,0.28,43.35,0,98.92,74.49,100,100
5.91,10.48,0.77,41.21,0.31,47.08,0,98.88,74.49,88.96,100
5.92,30.28,0.71,19.59,0.23,49.01,0.61,98.88,74.44,2.56,100
5.93,14.91,0.66,20.7,0.1,63.57,0,98.9,74.44,51.2,100
5.94,9.04,0.66,40.67,0.13,49.5,0,98.83,74.51,100,100
5.95,13.44,0.64,40.1,0.18,45.6,0,98.89,74.46,100,100
5.96,10.34,0.69,37.7,0.25,50.89,0,98.97,74.41,100,100
5.97,11.58,0.77,40,0.2,47.3,0,98.92,74.48,100,100
5.98,17.17,0.75,38.5,0.24,43.24,0,99.16,74.54,100,100
5.99,11.71,0.73,40.89,0.25,46.37,0,98.95,74.42,100,100
6,11.88,0.56,41.86,0.26,45.39,0,98.98,74.43,100,100
6.01,12.54,0.71,40.48,0.28,45.94,0,98.9,74.43,100,100
6.02,10.85,0.64,38.21,0.23,49.96,0,98.93,74.41,100,100
6.03,10.51,0.49,38.83,0.26,49.79,0,98.9,74.33,100,100
6.04,11.93,0.69,40.34,0.26,46.73,0,98.87,74.33,100,100
6.05,8.95,0.69,40.62,0.26,49.39,0,98.89,74.39,100,100
6.06,15.93,0.69,39.98,0.26,43.11,0,99.03,74.39,100,100
6.07,7.69,0.49,40.54,0.23,51,0,98.9,74.34,61.36,100
6.08,36.56,0.58,9.39,0.15,53.22,0.56,98.92,74.34,2.56,0
6.09,7.8,0.81,35.67,0.18,55.41,0,98.87,74.34,95.44,100
6.1,12.64,0.51,39.4,0.15,47.24,0,98.84,74.28,100,100
6.11,9.29,0.79,39.73,0.15,49.91,0,99.03,74.28,100,100
6.12,12.91,0.61,37.11,0.26,49.07,0,98.96,74.28,100,100
6.13,10.16,0.59,37.38,0.23,51.54,0,98.97,74.28,100,100
6.14,15.47,0.87,42.6,0.23,40.81,0,98.75,74.28,100,100
6.15,12.45,0.56,42.93,0.26,43.7,0,99.06,74.43,100,100
6.16,10.83,0.72,38.61,0.31,49.41,0,98.87,74.34,100,100
6.17,12.17,0.74,37.14,0.31,49.54,0,98.78,74.41,100,100
6.18,11.87,0.72,40.43,0.31,46.57,0,98.86,74.3,100,100
6.19,10.08,1.07,34.83,0.33,53.57,0,98.82,74.3,100,100
6.2,11.72,0.9,36.28,0.28,50.72,0,98.92,74.35,100,100
6.21,12.76,0.62,39.22,0.33,46.95,0,99.03,74.44,100,100
6.22,11.7,0.77,41.64,0.31,45.47,0,98.94,74.44,91.12,100
6.23,9.69,0.75,39.32,0.33,49.7,0,98.94,74.44,1.2,0
6.24,45.25,1.16,9.89,0.15,43.3,0.55,99.01,74.44,7.04,100
6.25,8.16,0.84,39.67,0.2,51.07,0,99,74.44,95.76,100
6.26,15.73,0.94,35.92,0.18,47.15,0,98.91,74.51,100,100
6.27,7.77,0.79,39.54,0.28,51.52,0,98.96,74.43,100.08,100
6.28,13.03,0.8,39.34,0.31,46.38,0,98.96,74.3,100,100
6.29,8.97,0.54,38.24,0.28,51.86,0,98.9,74.37,100,100
6.3,14.88,1,41.63,0.26,42.21,0,98.87,74.37,100,100
6.31,8.96,0.64,40.96,0.28,49,0,98.93,74.37,100,100
6.32,11.3,0.77,39.3,0.26,48.3,0,98.94,74.37,100,100
6.33,10.53,0.74,36.18,0.26,52.19,0,99.01,74.37,100,100
6.34,11.96,0.94,40.1,0.26,46.66,0,98.87,74.37,100,100
6.35,13.63,1.05,44.96,0.31,39.9,0,98.94,74.27,99.8,100
6.36,9.24,0.8,41.09,0.33,48.36,0,99.01,74.37,100,100
6.37,12.04,0.75,38.32,0.31,48.48,0,99.1,74.31,100,100
6.38,9.71,0.87,38.88,0.33,50.08,0,98.88,74.41,100,100
6.39,27.13,1.25,20.08,0.2,51.24,0.53,99.04,74.41,2.32,100
6.4,17.47,1.12,28.91,0.13,52.3,0,98.99,74.41,75.84,100
6.41,14.81,0.92,39.25,0.18,44.75,0,98.99,74.47,100,100
6.42,6.06,0.64,37.84,0.26,55.2,0,98.94,74.47,100,100
6.43,15.4,0.79,38.43,0.28,44.91,0,98.81,74.47,100,100
6.44,10.27,0.69,39.17,0.28,49.46,0,98.96,74.47,100,100
6.45,11.9,0.84,41.42,0.25,45.48,0,98.92,74.53,100,100
6.46,11.82,0.79,38.18,0.26,48.77,0,98.84,74.48,100,100
6.47,9.3,0.74,44.95,0.31,44.54,0,98.9,74.42,100,100
6.48,12.27,1.05,42.51,0.33,43.69,0,99.03,74.36,100,99.95
6.49,14.53,0.82,42.82,0.25,41.42,0,98.79,74.31,100,100
6.5,8.28,0.72,35.54,0.31,55.09,0,98.86,74.15,100,99.88
6.51,13.33,0.72,40.06,0.31,45.52,0,98.9,74.08,100,99.88
6.52,8.61,0.82,36.13,0.28,54.09,0,98.88,74.03,100,100
6.53,13.54,0.87,38.94,0.28,46.21,0,98.82,74.03,100,100
6.54,13.45,0.92,41.08,0.31,44.1,0,98.91,74.03,28.48,100
6.55,34.2,0.78,14.8,0.13,49.94,0.6,98.84,74.08,37.36,100
6.56,7.69,0.74,40.59,0.2,50.69,0,98.7,74.02,100,100
6.57,15.09,0.89,40.8,0.2,42.89,0,98.9,73.99,100,100
6.58,10.51,0.71,36.71,0.28,51.68,0,98.93,74.09,100,100
6.59,8.89,0.77,43.91,0.31,45.99,0,98.9,74.09,100,100
6.6,14.8,0.84,38.65,0.26,45.35,0,98.84,74.19,100,100
6.61,10.72,0.74,40.87,0.28,47.31,0,98.95,74.22,100,100
6.62,11.41,0.74,38.71,0.26,48.78,0,98.48,74.19,100,100
6.63,12.81,0.81,37.81,0.25,48.22,0,98.91,74.24,100,100
6.64,8.52,0.72,40.81,0.26,49.62,0,98.9,74.17,100,99.87
6.65,13.22,0.62,37.44,0.28,48.4,0,98.91,74.17,100,99.94
6.66,13.15,0.85,41.52,0.31,44.04,0,98.79,74.24,100,100
6.67,9.55,0.8,43.36,0.33,45.8,0,98.94,74.15,100.08,99.94
6.68,12.19,0.77,39.99,0.31,46.59,0,98.9,74.2,100,100
6.69,11.39,0.69,36.01,0.26,51.57,0,98.92,74.26,71.36,100
6.7,35.05,0.66,19.38,0.18,44.59,0.57,98.9,74.26,1.76,0
6.71,10.75,0.79,35.42,0.18,52.75,0,98.9,74.2,85.68,100
6.72,9.32,0.81,36.1,0.2,53.46,0,98.86,74.25,100,100
6.73,12.51,0.76,41.08,0.25,45.34,0,99.02,74.3,100,100
6.74,15.75,0.69,39.28,0.28,43.87,0,98.77,74.36,100,100
6.75,10.25,0.67,38.59,0.28,50.14,0,98.95,74.43,100.08,100
6.76,13.52,0.74,46.08,0.31,39.22,0,98.9,74.38,99.96,100
6.77,7.86,0.72,39.23,0.26,51.84,0,98.92,74.31,100,99.76
6.78,14.54,0.92,40.83,0.33,43.16,0,98.42,74.39,100,100
6.79,10.23,0.77,40.08,0.33,48.46,0,98.73,74.39,100,100
6.8,11.74,0.74,36.73,0.28,50.42,0,98.97,74.26,100,100
6.81,12.51,0.72,41.29,0.31,45.04,0,98.89,74.26,100,100
6.82,11.97,0.71,42.37,0.25,44.59,0,98.9,74.26,100,100
6.83,12.28,0.84,36.65,0.25,49.87,0,98.75,74.26,100,100
6.84,10.11,0.51,39.59,0.2,49.48,0,98.83,74.25,100,100
6.85,8.56,0.69,36.95,0.26,53.44,0,98.69,74.3,34.96,100
6.86,37.61,0.83,13.91,0.1,47.42,0.58,99.01,74.25,22.88,100
6.87,7.11,0.86,39.15,0.2,52.6,0,98.96,74.25,100,100
6.88,13.61,0.66,38.65,0.2,46.72,0,98.91,74.25,100,100
6.89,8.35,0.64,39.39,0.28,51.29,0,98.99,74.2,100,100
6.9,15.58,1.43,37.72,0.28,44.91,0,98.86,74.33,100,100
6.91,13.25,0.85,39.9,0.28,45.62,0,98.87,74.33,100,100
6.92,14,0.76,46.81,0.28,38.02,0,98.82,74.28,100,100
6.93,9.78,0.84,34.9,0.28,54.05,0,98.9,74.23,100,100
6.94,12.84,0.8,40.46,0.31,45.48,0,98.93,74.11,100,100
6.95,9.1,0.77,38.55,0.33,51.09,0,98.87,73.99,100,100
6.96,13.13,0.77,42.78,0.33,42.91,0,98.98,74.18,100,100
6.97,12.47,0.82,38.22,0.31,48.06,0,98.95,74.24,100,100
6.98,9.5,0.77,38.89,0.31,50.38,0,98.89,74.24,100,100
6.99,13.77,0.82,42.41,0.31,42.59,0,98.93,74.24,100,100
7,10.52,0.74,35.92,0.28,52.46,0,98.98,74.24,98.72,100
7.01,29.5,0.58,16.04,0.2,53.6,0.58,98.89,74.24,1.68,0
7.02,15.59,0.76,28.3,0.15,55.13,0,99.03,74.3,75.76,100
7.03,12.36,0.74,37.8,0.18,48.87,0,98.87,74.25,100,100
7.04,7.02,0.67,35.47,0.23,56.54,0,98.86,74.31,100,100
7.05,16.19,0.74,38.99,0.28,43.64,0,98.95,74.26,100,100
7.06,8.25,0.79,35.49,0.31,55.06,0,98.86,74.26,100,100
7.07,12.06,0.67,38.32,0.28,48.61,0,99.06,74.2,100.08,100
7.08,10.35,0.95,38.4,0.26,50,0,98.84,74.2,100,100
7.09,12.18,0.85,43.71,0.31,42.83,0,98.83,74.33,100,100
7.1,10.53,0.72,38.02,0.31,50.35,0,99.03,74.17,100.08,100
7.11,13.6,1.33,37.52,0.28,47.2,0,98.88,74.24,100,100
7.12,10.81,0.59,40.47,0.31,47.77,0,98.9,74.17,100,100
7.13,9.48,0.61,40.26,0.23,49.3,0,98.95,74.29,100,100
7.14,11.94,0.74,41.62,0.2,45.37,0,98.92,74.23,100,100
7.15,10.13,0.59,40.25,0.2,48.77,0,98.78,74.18,100,100
7.16,10.77,0.66,36.54,0.18,51.8,0,98.93,74.24,54.88,100
7.17,35.93,0.66,8.34,0.13,54.79,0.6,98.6,74.24,2,100
7.18,6.92,0.81,27.25,0.18,64.73,0,98.89,74.24,77.04,100
7.19,14.86,0.81,38.44,0.18,45.56,0,98.57,74.24,100,100
